text,sentiment
"my girlfriend still likes sesame st, and so do I",positive
Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,positive
I wish  I could choose what bands played trash on june 20th...hmmm!!!,positive
 Sounds great. I`m looking forward to it then,positive
" I think that boat sailed my friend... The few CCO`s that had them, had them months ago....  I wish you luck though...",positive
awwww bless her  she needs another chance.,positive
"We are in the State of Cheese - YUM! Green, moo-cow pastures everywhere, and super friendly Lutheran`s too",positive
bye bye for now you lovely tweeters and especially my followers,positive
i won because im awesome,positive
 Problems seem to be fixed now! Thank you!,positive
Happy Mothers Day to all the mommy`s out there!,positive
 haha i love both of them too  hmm.. lol i`m in need of some good bands too,positive
Happy Birthday Mommy,positive
 You are too kind! I swear I`m always feeding someone!,positive
 good tip..... but then my boss would read .... exactly what im supposed to do and would know where I was with the project,positive
 Star Trek is really good. I loved it too,positive
finally gonna get sum sleep  that concert was crazy!!! God Bless those ministers!!!,positive
school..  i wish it would just end already!,positive
Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,positive
 thanks for your follow  just do you own thing + join in with what interests you,positive
 aw honey... you just relaxin? That`s probably for the best.,positive
" coooooooool, yes, CIWWAF are awesome.",positive
"Control which tweets u post on Facebook by using a hashtag, check out this awesome easy app!  http://apps.facebook.com/selectivetwitter/",positive
I am chillin w/ my homies,positive
 I`m glad you liked it   Want more?,positive
just watched that  new T-mobile advert on Youtube.. i love it  'hey jude!!!!!!',positive
Morning world. Hello Bank Holiday! Cold and grey and rainy here. Feel like colouring thanks to  so might do that this am,positive
I am soo happy! Thank you baby for the best 1095 days of my life,positive
 Not a problem at all sis - respect due,positive
"   Sure!  My entire blogroll is terribly updated, but this could motivate me to update and redo it!",positive
_anstee i hope! its in expo! that would be amazing. im trying so hard to make perfection so it is.,positive
" nm. dang, you on NOW but i gotta bounce in like 4 minutes  i`m just chilling. the usual.",positive
_Reviews THANKS!,positive
 Going so soon? I was hoping to hear late nite humor from you....,positive
 It is absolutely incredible. It`s official: My FAVORITE JONAS is FRANKIE. He is the man,positive
Happy Birthday to my ****,positive
 Can you please  with that? I`d love some egg +bacon +ranch +bed for giving birth 3 times in 4 years!,positive
   ...Thank you Mr. President!....,positive
" Ooo showing of your French skills!! lol Things good over here. Lovely weather, so should be outside  How`s u?",positive
The Star Trek movie was amazing! omg everyone has to go see it,positive
 happy birthday,positive
I`m entering a two month study/exam period.  Which is awesome. - See you on the flip side,positive
" it`s best if i check it while it IS up. when it`s down, i can`t really see anything",positive
Lil cuz coming round today she 5  aww  haha,positive
Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,positive
 braving the standby line @ TheView bright & early today!! hope to hear about your book & hope I get in! 3rd time`s the charm,positive
 Good Luck,positive
Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.,positive
Clambering about in crashed cars. Hilarious fun,positive
http://tr.im/kXCL `Immigrant hid passport in pants` What a genius.,positive
" LOL good to know the time in LA, it`s a 9h time difference ...  good morning to ya",positive
 lol awww lol i will i can`t do it now lol cauz i have to work  but i will make one and tell you love you 2 oxoxoteambreezy,positive
 Soooo happy your back!,positive
 U no that little prob with ur twitter that happen @ that old pep resteraunt! mayb this will help u fix it,positive
" Because pop culture is beautiful. Also, you can`t pull weeds wrong. I promise. You can practice on my yard if you are nervous",positive
Wishing all MOMs a very Happy Mother`s Day!!,positive
great party alenka!!  happy birthday chicky! <3,positive
 lol. I see what you did there.,positive
 heh coincidence im a barnsley fan too  how`d you track me down :o,positive
Just got my heart ripped out  i love you guys,positive
 Thanks for the song! You???re awesome.  I can sing along all day!,positive
 was jus so excited t c ur name,positive
"good morning tweetie world.  have a great day, everyone.",positive
 Philly hasn`t played it yet!!!  You have to do something about that!! Please,positive
" yeah, getting shows can be an interesting process.  the key is following up... at least that`s what i`ve learned so far",positive
_luca LOL!  I`m glad to see I`m not the only one out there!!!,positive
" TAYLOR! are you back in Nashville now..or LA? well, how was your trip? did ya have fun? love ya girly!",positive
Oh snap... kinda nuts right now... :  I`ve told at least 27  Thanks babes.,positive
 i love cobra starship!!  thanks for the suggestion!,positive
" I agree, keep it in Star Trek but make it commercially viable! C`mon!",positive
 My cats enjoy the sunbeams from the open windows.  I think that counts.,positive
"Had a great weekend with One, hanging with Nick & Brendon, church this morning! Can`t believe Loretta won the Mothers Day raffle again!",positive
Is watching 'It takes Two'.... such a classic lol,positive
" Pics? Ah, I`ll probably see you at work at some point... Hopefully b4 it grows out too much",positive
 I did for years and then moved over to an IBM compatible.  Would love to have both on my desk!   Can you call me a techie?,positive
Happy Star Wars Day! May the 4th be with you  (via Nige the Goth),positive
 Thank you,positive
Laying with lyndi on drive way. Drinking tea. Listenin to music. Takin pictures. Just a Chillin.,positive
i`m celebrating my mother!!  and also celebrating my legacy as a woman of God.,positive
Had a gr8 Sunday relaxing enjoying the beautiful weather. Good nite,positive
" woop rehearsing songs  Yep, sounds even enough to me",positive
 that would be great!!!  thanks!!,positive
_benson  Woohoo! Well Done! I started Macarena-ing too,positive
Chillaxing in Hyde park,positive
" Whoo hoo Chuck! Although it is gloomy out, today is a much better day!",positive
Sitting waiting for dough to rise. There`s something about it that calms me down. Maybe the knowledge that I`ll have cinnamon rolls soon,positive
 Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,positive
 Btw happy mom`s day to hannah and your mom and han`s mom! Yey! Moms unite! This is your day,positive
Finally a Black Disney princess.,positive
"wish I could feel no pain (8)  but it`s ok, at least they like Brazil!",positive
hoping i didn`t fail english. that would just be sad,positive
"A singing girl. Talented, yeah. Good to complain about? No",positive
  sounds like a challenge then  I can see it would be useful to be able explicitly  schedule threads...,positive
Thanks to all who follow me  ... wish ya`ll the best ;),positive
   Thank you soooo much!!!      Bella,positive
Good mornin` everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .,positive
" yum, yum.  I love quesadillas....and wallpaper for that matter tooo",positive
" Awhhh age doesn`t matter, you awesome lady you!",positive
" Haha, true  thankfully the regular keyboard does the job... most of the time.",positive
Had a fun late night talk with   Good night world.,positive
"may gray, coldplay, and nice showers...work at 2",positive
its funny you said we`d never make it and look how far we`ve come....  IM BACK ON HEAHHH!  um. yeah. school :/,positive
 me toooooo! Thank u,positive
. I want all the soldiers to come home so we don`t have to hear about anymore being killed.,positive
good weekend,positive
meeting  and friend tonight - going to discuss human trafficking issues. Daly is chaplain/therapist and an interesting guy,positive
 hes definitely my fav host ever!  Can`t wait to watch the rest tomorrow!!,positive
Happy star wars day everyone,positive
" You`re welcome. I`m going to repost several times to get the message out, maybe help another dog",positive
  Enjoy...wish I was there! Nice day in Springfield today..however I have my end of month expense report to do,positive
" haha that was good, slightly geeky but funny  x",positive
"Oh, I`ve just watched the third episode of JONAS, it`s awesome.",positive
 i love Paramore!  welcome back,positive
"_DAHSAR Thanxs hun, you too!",positive
" Fun to read, thanks! You Brits make things interesting  Funny they whittled 33 saints days to four,... http://ff.im/-2zgfk",positive
Just got finished cleaning and putting out my mom`s presents.  Happy mother`s day. I`m going to sleeeeep.,positive
" thanks  i have to finish schoolwork today, no rehearsal tonight though. what ru doing?",positive
 This is truly enlightening for me,positive
" thanks, I deserve it.",positive
"  he should be an honourary fluffette, such lovely hair (what`s left  )",positive
 hope you had a FAB time!!! Just saw your twitpics ... Love that you wore THE dress. Great pic of D too,positive
 Cool Guide.. My best Tip.. Do NOT Use Them Unless Absolutely Needed !!!,positive
My best friend is coming!excited,positive
 Thought you might be interested in  http://tweetphoto.com. See who`s viewing your photos!,positive
Sitting with sabbeth in first period.  buhahaha we are so cool -sabbeth lmao,positive
Chicago rocks my socks,positive
" What you said about aj made no sense,hahaha. What were you talking about? And I loved that picture of you and colin!",positive
@_catchfire Happy Birthday Chip`s sister,positive
whew finally got in to RC..,positive
"just tried talking........voice died before end of sentence! Annpyimg thing id, i feel fine!! Another day of not playing the hits",positive
 http://twitpic.com/4jam0 - better lighting would have enhanced the photo... nice angle though...,positive
May the 4th be with you. Happy Star Wars Day!  http://ow.ly/52Aw,positive
" Oh, I see. Daily life shots? It`ll be interesting as well.",positive
 - Woo! Great subject for this month. Now I can use my sparklers,positive
"_shantz heyy shantell!  twitter is cool, thats why! and guess what!! i followed britney spears, and she followed me back!",positive
 do it and I`ll give you the first hug,positive
"The top 5 words I`ve tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that`s really quite nice",positive
" At least you have a large vocabulary -- the benefit of being a writer   Hope you`re well, sister.",positive
 thanks! You`re the first one to wish me a happy mother`s day,positive
" LOL! I liked the log ride reference, but all I think about when I think of that ride is how wet you get",positive
 i dunno what i`m gonna do. i love my skinny jeans!,positive
_avenue Love your website! Wish I lived closer to sample the cupcakey treats,positive
I always get really excited when `Steal My Kisses` by Ben Harper comes on the ipod...great song...love the beat-boxing in the beginning,positive
 may the 4th be with you,positive
"2,697 views on my FLickr Account.. Maybe is not much for you...  but I`m happy  ... YAY http://www.flickr.com/photos/bonassin/",positive
Watched the White House dinner speech by Barack. He`s just so many kinds of awesome!,positive
"Watching 'All the Kings Men', It be pretty good so far!",positive
: more interested in watching SNL for Ciara than Justin Timberfake,positive
"Starting my internship today, pretty excited!",positive
I need to memorize julius caesar lines,positive
" music is always there when noone else understands  i agree it`s very important, a single song can change your whole day",positive
 lol. your tweets are always fun to follow  Never a dull moment with the Kulps!,positive
Thanks so much to everyone who came out to Speakeasy last night! What a hit. Wonderful to see you all having fun! June will be awesome.,positive
" Also it has a dense treatment of CPS and Continuation based Interpreter design, which is not there in SICP. Good to have both",positive
"Spiderwoman! She`s an amazing mum, gr8 blogger, gr8 mentor & on top of that climbs walls!  http://digg.com/d1qEua -via ",positive
 i wish you could come to Swindon...2 hours away...its my dream to meet you  xoxo,positive
well.. all my slacking off earned me a D and a C   but at least everything else are A`s and B`s ^^  next school year all B`s and A`s Esh!,positive
Goodnight peoples!,positive
 cool  that`s good. You back on trains for a while?,positive
 We said anyone could 'write one'...those special 10 selected are - of course - chosen because they are OUTSTANDING!,positive
Happy Mothers Day to all the mom`s around  Hope you have a wonderful day!,positive
" it was a lonely battle, my friend, but you fought valiantly!",positive
hope`s she see her bestie today,positive
"Bank Holiday Bliss - Jeremy Kyle, without even bothering the Sky+",positive
Haha how exciting  wat does it look like?!,positive
back to my interesting emails...,positive
First Day at the new job! Yeah!,positive
Happy Mothers Day to all your moms!,positive
 Thanks for the concern. And checking up on me! Much appreciated,positive
"Happy Mother`s Day to all mothers out there!  I am not one myself, but I have been called something along those lines",positive
  Those dog pic had me  ROLF!  The one  with the snow stuck too it  has that 'if looks could kill look' way funny,positive
Me and my son just got up.  He sure does love the morning time.  I KNOW he did not get that from me.,positive
welcome  ! since it seems you`re interested in cheese I hardly suggest you to follow  too,positive
 Cheers *lifts coffee cup* here here for Mondays,positive
"pop, idk how to reply to ur tweet from my phone  lol but yeah my bday is in a few days. soooo excited!",positive
Happy Mother`s Day!  http://tinyurl.com/re74xc,positive
 Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,positive
.. good morning peoplee  looks like it`s going to be a nice day today! better than last week it was raining =(.,positive
Watching 'Hostage'! Also got an idea for that animation i`m making. Hope to have it ready and post a link here by the fifth of June,positive
Which would be a lot easier to get if plane tickets to AZ didnt raise $80 in price,positive
New baby doing well.  I will be attempting to do some more 'painting' this weekend.,positive
 thank you,positive
 oh wow THANKS Wayne,positive
HAPPY MOTHERS DAY TO ALL THE MOTHERS OUT THERE!!!!!!!,positive
" Thanks. I am greedy, looking for a full fledged widget (a la twitter) so I can like and share from within NV. 2 much to expect?",positive
 Tracky Daks are one of the only good things about the weather getting colder. That and porridge. I just did both,positive
" that`s half the solution, it doesn`t address the intrusion into the link-sharing process, but thanks",positive
  really? ur a brave lady walkin around those lions then.  any other book suggestions?,positive
" lucky you, all we`ve had is rain in the city today  enjoy! ;)",positive
"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",positive
home from the beach and only my feet are burned. i am proud of myself and the sunscreen.,positive
I love those creditcard-sized memory sticks. And Microsoft keeps sending them to me,positive
Happy Mother`s Day to all you tweeting mothers,positive
"Eh, I`ve had better. I`m excited to see ryan hurley tomorrow",positive
I just love when all my little brothers friends come over,positive
http://tinyurl.com/d7tb38 Nice Photoshop Effects,positive
I feel better today.,positive
"one final down, two more to go!! wish me luck!! no a great effort!!",positive
Happy Mother`s Day 2 all the fabulous moms out there. The world wouldn`t run without us. Keep up the good work! Enjoy ur day,positive
"goodnight loveee, i have to attend extra classes at school tmrw. urgh",positive
Good morning.,positive
Listening to Metal Shop at Mooneys!! All is good,positive
Enjoying d view @ sg flyer,positive
Very succesful Cancertown Launch yesterday,positive
 goodmorning/night to you too! sleep well,positive
"Slovakian country side is a refreshing change compared to tarmac and cars, but I am a city boy and need the tarmac",positive
its ok  saw u with joey thought u looked interesting like the same things on  #SanctuarySunday,positive
"Mahalo  great show!   aloha, thx for makin it out to Kauai, we enjoyed it!  Safe trip",positive
 Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother,positive
 i bet they will be great bags! Can`t wait!,positive
Site of our first date - Macri`s Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,positive
 oh cool you are coming to berlin    ! ! !,positive
i can`t stop listening to  new single! (paranoid) it`s so amazing. i love them.,positive
wants to greet all the moms a Happy Mother`s Day!!,positive
  NOooo FB has been good to me..especially for the love of conversation,positive
 : hehe???I bet you have never looked back!  3 weeks is a long school trip!,positive
 swimming and tanning was heaven! i blasted music while tanning and was in my own world.,positive
"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,",positive
  Wow.  I hope he gets better... cancer can GTFO.,positive
"get down tonight: http://bit.ly/QxXhi  the bridesmaids, moms, bride & I rockin` the reception",positive
"Eating Which Wich, yumm! Dont think I`ve had it since the season ended",positive
Already back from shopping and about to do a nice monday roast,positive
asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76,positive
is hoping that she left her bb at home and didn`t lose it on the Metro,positive
 UMMMNNN ummmnnn good thanks for letting me know earlier... I ate already,positive
Got told I got a good chance at gettin the job  I am so so excited .omgggg. When I come back I want too...,positive
 wish i could  want to stay and play with u guys and enjoy a block party for once,positive
Happy Star Wars day!,positive
I finally went and found some of the songs we sang in church in Wellington online. Was easier than expected - yay Google!  #fb,positive
 Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day!,positive
Wishes you had teased me with movie night,positive
Reese`s pieces ily,positive
 not the best way to start your day,positive
 ten update away from 2000 whooo hoooo budden!,positive
_Attack thanks dude!,positive
 You too sweetie,positive
 i wanna join the twit Club......,positive
is drinking. Yay!,positive
is a sleepyhead. looking forward to tomorrow. i love his family.,positive
" what about the dilfs? Oh wait, wrong month....HAPPY MOTHERS DAY",positive
"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!",positive
X-Men:Wolverine was hot! I say go watch it,positive
 LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!,positive
Looking for a show to turn my brain into mush so it doesn`t hurt anymore  Any good FREE online ones you know of?,positive
"gooooooodmorning world(: god bless, and have a great day!",positive
" Thanks, glad you agree wth my follow or not policy",positive
" lol, my current mp3 player is a brick. It would be nice to have something slim",positive
"'Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions' But I luv r little chats J, dont leave me",positive
 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,positive
 and  thanks  hoping its just allergies and not a nasty flu!,positive
i love the music video of you belong with me by taylor,positive
" Maybe u should get a coffee machine at your new desk, seems appropriate",positive
 Helloooo (: Star Wars day is cool  LOOL. Wen do you go to Cnaterbury then ? x,positive
 It`s not as bad if you don`t combine. FX are nice. I like Windows 7 1000x better than Vista so far. To me Vista is Win ME reborn,positive
"BTW, hey ppl. lol TGIF. Hopefully ur day is gr8. Mine is aight. Feeling like it kinda sux I got no plans 4 the wknd....",positive
" well at least they have good taste in art,cabinet appts.not so much",positive
"now it`s weekend! It`s so great!  I saw the rest of Twilight tonight, and i also have read fininsh  Break for know.. Could I do that?",positive
" I just wanted to say, that you have the best screen name ever. That is all.",positive
cannot sleep i`m SUPER DUPER DUPER excited pour la PARIS.  the love city.,positive
" I`m 3 days late, but happy birthday  Hahahaha",positive
 I`ll help if you pay for my reactivation,positive
 dont cry for me! i will see u tomorrow.  muah.,positive
 Chocolate with peanut butter. One of my favorite combonations,positive
  have a glass of cold water and meditate a bit. <3,positive
" Yup, us too. Spending time with Mom, Sis and Aunt  Have A great Mothers Day!",positive
 Good morning and thank you for the re-tweet. Have a great day yourself.,positive
today i salute all mothers and honour the feminine....and now its time for a beer,positive
 thanks joeman!,positive
_hawt Hmm..  Interesting choice.,positive
My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie,positive
 thanks so much! we love fanmail  talk to us anytime,positive
 http://twitpic.com/3bnas - oh my god! you`re adorable! ilove you so much  you are my inspiration Nick!,positive
_lou hahah hopefully!  enjoy your day,positive
"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",positive
seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,positive
"awww, watching 18 y.o. britney on snl. she`s so young and cute and really funny! i miss this britney",positive
 looking forward to your mandarin album.  Hope that you will come Singapore again,positive
 Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,positive
"ugh, not sure i have the patience or remaining intelligence at this point in the day (week?) to refactor and rewrite this package of code",positive
 wishing i could be in s???o paulo for the show  but fortunately i went to the brasilia one! haha,positive
 Loved the comment on flashcads! I`m old school too!,positive
" cant say i havee, im at james` but i did some rs yesterdayy!. im learning my quotess",positive
"Listening to music, Texting . umm Msn lol.  bit bored . lol. Garth Brooks wooo i love him hehe . <3",positive
each day is a new beginning,positive
 Sounds like fun  LoL. At least you still have some hair right?  how was the weekend?,positive
 nice new profile picture! Glad to see some friends in there,positive
GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER,positive
My Monday has been going extremely well. Not what I expected at all!,positive
Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x,positive
" i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",positive
_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...,positive
"rt  #barcampbkk3 for entertainment at night, bring your favourite mp3s .. there should be a way we can enjoy music together",positive
    _Geronimo    Thanks for sharing with your friends!,positive
: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,positive
is at her nan`s house eating fish and chips and watching Top Gear. Good times.,positive
"As of today, _a_Bo0 and I have been going out for two years. Best two years ever",positive
 Good luck on final!,positive
" haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you! ;)",positive
" Cool, I used to live 5 houses to the left of that place  Always something going on :p",positive
Sitting in an empty yearbook room.  attempting to figure this asap out lol,positive
Going to bed. Talk to ya later!  goodnight birdies LOL,positive
"Just came back from hanging out with some friends + cocktails. <3 I`m not drunk, but feeling good.  Hope everyone`s well?",positive
 giv ya mom n gman happy mothers day,positive
 Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!,positive
 Umm yeah. That`s probably a pretty good note to self because eeeeeewwwwwwww.,positive
 haha better drunken tweeting you mean?,positive
" happy birthday keshia, keshia, bo beshia",positive
 not really ;D nice pic .  no but could u imagine those 2? ... i thought so,positive
Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,positive
 hahahha but days off are cool when nothings open  its like isolated and haha cool,positive
I ? JONAS` second episode! Aww! Nick is so handsome,positive
"had a great shot yesterday, editing pics now",positive
Following _aisa These guys could be shifty but worth following regardless.,positive
I Love You MOM....alwayyyyyyyssssssss,positive
waitin for dr dee.... had lunch with my beautiful lady  before that i was on the gym ... ( yeah need to loose 10 more  ),positive
"'I`ll see you again yeah?' 'Its up to you' 'I guarantee you will, i dont want to wait to long not seeing you' **** fruit basket! Hahaha",positive
" I meant you are not lazy, your work proves it",positive
is sooo close to finishing her exams  role on monday and i will have my life back.,positive
speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n,positive
#followfriday     follow these ppl ... they are interesting ..  doesnt tweet much though,positive
  Goodnight.,positive
I`m loving the humidity right now...great for the skin....another love that won`t last,positive
 awe thank you!!  good morning to you aswell!!,positive
N now the end to another wise great nite! Excuse me while I dream a little dream,positive
 probably the coooolest thing we`ve ever done,positive
Good morning world!  haha had fun at the movies last night ;D and school now... Hmm new shoes make it better  http://tinyurl.com/dfggwj,positive
"got back from the party...suprisingly awesome, NEED to dance more often! overall, awesome night",positive
"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via ).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",positive
 Ja  Deze is interessanter - Why text messages are limited to 160 characters - http://tr.im/kpgg,positive
 all the best for your IB exams Carl. I hope you don`t find them too difficult and that they go well for you.,positive
 thanks lady.... bummer for sure.,positive
" hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",positive
8am math final wish me luck,positive
" oh my gosh, loved it!",positive
says HAPPY MOTHER`S DAY!  http://plurk.com/p/sv70e,positive
 Is it culture day? Love it. I`m telling you graf culture in the study,positive
 I hope to see you soon again,positive
 hotness personified,positive
 http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,positive
My purple pusrse is pretty  someone tell Katie Holmes!,positive
"Good morning Tweepsland! Makin` it a great Monday! Huge shout out to all my followers .. muah, muah! I appreciate you all",positive
_asher better.  That wasn`t one of my better summaries,positive
Finally going home! Its been a long night.. Ready to crash and have awesome dreams,positive
 lol after this weekend yea ur right  text me cause im goin to 3rd and they dont have computers there  bye bye,positive
        _beckett Thanks so much !,positive
"hi everyone, hoping all of you have a good week",positive
Relaxing with my daughter watching Friends,positive
Man with a kickin` top hat just left. Invited me to blues jams session put on by street musicians. HarpmanHatter.,positive
Laying on my bed. ONE spot smells like vanilla.  awesome,positive
"Just finishing shooting, can u believe it, but got the job done",positive
loving my new tv,positive
 i`m not being mean,positive
 Awww that`s so sweet  Wish you could see yourz 2,positive
  that`s no bueno...hope u feel better!,positive
"Hey, Good Morning guys!!",positive
 Now that`s a very nice way to fall asleep.,positive
just hanging around the house. Thank god its friday. With nina &  later and working on a global project,positive
" 'phlegmily green house...' That was clever, but ever sooooooo ...... eeeeewwwwww. [more slow clapping] Get well soon.",positive
 Can you talk to my hubby  and convince him that that`s a great present for ALL mommies???,positive
 LoL! there u go..that`s the spirit haha,positive
 shopping is therapuetic and i`m all about bettering myself... i need financing for my therapy however,positive
Mother`s Day Wishes from google... Pretty & beautiful flowers on google logo  http://www.google.co.in/,positive
" my pleasure, its a great recipe",positive
 http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,positive
 That`s a great idea,positive
my love makes me sooo happy,positive
 Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,positive
 hahah  i loveeee him though.,positive
"Lovely night, guys. Full moon  thinking about going out onto my roof lol",positive
Happy Mother`s Day to all my favorite moms.,positive
 maybe i`ll go one day and thanks i`m all swined out,positive
Favorite little cartoon movie in the world,positive
It`s a really warm day in Seattle! My reeses chocolate is melting!!!,positive
 hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,positive
 wow that`s quite a long time for studying  Good luck with the job hunting though.Yes also a Mac user (iMac) this side hehe,positive
 Hi!! How are you? You`re an amazning actress  Greets from Slovenia,positive
" I`d love for Nicky Poo and Bri & Howie & Aj, to wish me a happy birthday  please please please please pleaseee guys..",positive
 cant **** wait mate!!! it is goin to fantastic. its made my week,positive
Goooooodmorning,positive
"great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith & the Fam may be opening for DAVE MATTHEW`s BAND THIS SUMMER!  EEK!",positive
So apparently i left my front door wide open before going out to my show. With my and my moms laptops on the coffee table. Love my area,positive
Thank you for the follow !  Looking forward to your tweets...,positive
!!! Tell us your experience! I Loveeeee Youu!,positive
" i`d prefer 'observationally insightful', but call it as you see it.  my ice cream`s just too fancy tonight.",positive
 Well thank you! I`ll try and remember to put it somewhere,positive
"listening to MCR, watching DVD`s, chocolate hehe  awesome",positive
"Roast was yummy, I think mum was impressed!!!",positive
 Where DO you get all those wonderful toys?,positive
 so glad i`m not at uni anymore,positive
" Oh, sweetie, I`m so sorry.  That`s the last thing you needed right now. *hugs*",positive
greeeeeeeeeeeat  this summer i have four classes...if you know me...u know why,positive
" Bom dia! FRIOOOO... que del???cia!!!! Good luck in your first day, Ju!",positive
Happy Mother`s Day to all the Mom`s,positive
My sister just called... she`s officially in labor! Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!),positive
Happy Mother`s Daaay!!,positive
 Love to see that!,positive
" Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)",positive
follow  just because... or don`t either way they have really cool tshirts  hey johno x,positive
 it was good. Next time you get oohed you know where to go!,positive
 I was hoping for a better trailer,positive
"It`s a good day! The lake is a mirror, the kids are happy, and I get to clean the cabin today... Err two outta three ain`t bad!",positive
"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop",positive
 My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  ****,positive
" nice to meet you. Mike, video producer CF Miami.",positive
just left work. inventory was way easy  and I got to put in my highschool musical 3 cd! it was amazing. goodnight goodnight everyone :],positive
 Loved those books   Did you read The Host?  Amazing storyteller.,positive
HAPPY MOTHERS DAY!,positive
 : yes she got all lovey with him& he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,positive
 No problem! These boxes are _made_ for undernourished IT professionals,positive
it`s Blockbuster week in New Zealand - 'Wolverine' tomorrow followed by 'Star Trek' on Thursday!,positive
"Oh, had like the most amazing weekend, sunshine & part??????, white wine!! Now its back to the rehearsals regime!! NICE !!!",positive
 blogtv was fun! can`t wait til next time,positive
mmmm chocky cake in the oven.. smells delicious,positive
I just wanna be better already,positive
: have fun focus grouping! i have no participants as of yet..,positive
In bed. A cuppa. Tv on... All this while husband is cooking... Life is sweet...,positive
_11 thanks. enjoy the movie! i hope all is well with you te.,positive
"Glad I went out, glad I didn`t leave early, and glad to be afterpartying it up @ Beth`s  I`m back!",positive
Won a gps at post prom,positive
Watching one of my fav movies Sparkle  + go get food later!,positive
 LOL...I think it`s safe to say that we are not alone in our thinking!,positive
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,positive
 Florida should be nice.,positive
At school. Blagh. Yay I`m getting the IPhone in August!!,positive
" awe I am sorry, probably true.",positive
 Are you sure you want to know?  It`s http://bit.ly/AUuAC - it makes me want to run. In other news: Happy Star Wars Day!,positive
Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,positive
" Yeah, they`re great. I think we`ll hear more of them in the years to come",positive
 Thanks for the advice! Went to the doctor`s and slept a lot yesterday  Must be the meds.,positive
" last night after long drive, slept really well, now time for dino`s wasstraat",positive
 I wish you guys had gotten it on video,positive
  Haha ! Go Martin ! His fixed our Ski like a million times ...,positive
  nice one,positive
" btw, short notice I know, but we`re RSVPing no for your party- thanks so much for the invitation, though!  I`m out for 2nite too",positive
has got a degree in BS.,positive
 thanks!!! it was a ballroom dancing competition,positive
